1431645059.516718,switchgens,h2,None
1431645070.737002,switchgens,h2,None
1431645082.254342,switchgens,h2,None
1431645093.639497,switchgens,h2,None
1431645104.870593,switchgens,h2,None
1431645115.828441,switchgens,h2,None
1431645126.89765,switchgens,h2,None
1431645137.949772,switchgens,h2,None
1431645149.386425,switchgens,h2,None
1431645160.439258,switchgens,h2,None
1431645171.658233,switchgens,h2,None
1431645182.941839,switchgens,h2,None
1431645194.159345,switchgens,h2,None
1431645205.249756,switchgens,h2,None
1431645216.439038,switchgens,h2,None
1431645228.049851,switchgens,h2,None
1431645239.106576,switchgens,h2,None
1431645250.450639,switchgens,h2,None
1431645262.086246,switchgens,h2,None
1431645282.425175,switchgens,h2,None
1431645284.596708,switchgens,h2,None
1431645295.584267,switchgens,h2,None
1431645306.477767,switchgens,h2,None
1431645317.618662,switchgens,h2,None
1431645328.695179,switchgens,h2,None
1431645340.206673,switchgens,h2,None
1431645351.474633,switchgens,h2,None
1431645362.338729,switchgens,h2,None
1431645373.873432,switchgens,h2,None
1431645385.081517,switchgens,h2,None
1431645396.112459,switchgens,h2,None
1431645407.422149,switchgens,h2,None
1431645418.257733,switchgens,h2,None
1431645429.200138,switchgens,h2,None
1431645440.333818,switchgens,h2,None
1431645451.513715,switchgens,h2,None
1431645462.602158,switchgens,h2,None
1431645473.971309,switchgens,h2,None
1431645485.11883,switchgens,h2,None
